current_activity,precision,smoothness,lifts,time_spent,recommended_activity
Letters,0.41380278192101105,1.53,4,12.71953742611556,Letters_Review
Lines,0.7410744906027945,1.26,1,37.73438548900431,Lines
Numbers,0.5814026764181411,1.76,7,45.25695727852817,Numbers_Review
Lines,0.8694096142437024,1.64,5,13.03024538574549,Lines_Review
Lines,0.7145942491037788,1.26,2,32.67894999614171,Lines
Numbers,0.9534256999116006,1.43,2,41.95160794574604,Numbers
Words,0.40450990913405904,1.52,4,51.68959754594137,Words_Review
MathBasics,0.6965697469084263,1.81,7,14.745422063367311,MathBasics_Review
Numbers,0.32158576045363224,1.92,7,21.53973269632659,Numbers_Review
Numbers,0.899061643834967,1.81,7,44.53398855740033,Numbers_Review
Words,0.9638071429918968,1.86,7,19.832679247647935,Words_Review
Lines,0.9781217719344497,1.44,3,20.811350456388986,Lines
Lines,0.6162064719179707,1.54,6,48.7955766403653,Lines_Review
Numbers,0.34557124567082276,1.73,6,29.798079437380245,Numbers_Review
Shapes,0.937816357375048,1.38,2,37.59385682105928,Letters
Numbers,0.41432032731152113,1.19,2,33.455360552378934,Numbers_Review
Shapes,0.35087841953258164,1.84,6,17.363778177604544,Shapes_Review
MathBasics,0.4128948400771453,1.7,7,31.987024325395428,MathBasics_Review
Letters,0.5218526642679797,1.61,7,20.98533951957002,Letters_Review
Shapes,0.47439488149140085,1.01,0,27.684834329036697,Shapes_Review
Numbers,0.4431447189724332,1.67,5,54.91190319766176,Numbers_Review
MathBasics,0.8879680668635352,1.53,6,23.568298176950528,MathBasics_Review
Letters,0.6831176878490208,1.77,7,17.799043184946658,Letters_Review
Shapes,0.6437459570651074,1.4,5,25.584491425752073,Shapes_Review
Numbers,0.6317273366099285,1.24,0,32.087324581885355,Numbers
Shapes,0.859219223606041,1.13,1,24.095952145236456,Letters
MathBasics,0.7930041318834007,1.95,7,37.36187602103216,MathBasics_Review
Lines,0.8862980220875682,1.54,6,12.248072079577558,Lines_Review
Words,0.9728267690562382,1.0,0,57.02096036503735,MathBasics
Words,0.6327869254364803,1.8,7,42.8027510987852,Words_Review
MathBasics,0.8699966863356243,1.78,6,15.850586242897311,MathBasics_Review
Numbers,0.5829788499956126,1.67,7,16.300101393199714,Numbers_Review
Lines,0.8561422878454201,1.6,5,38.38636589655273,Lines_Review
Shapes,0.8913321360828486,1.59,5,21.49133628988092,Shapes_Review
Lines,0.8042897812272141,1.3,2,17.061177168657473,Shapes
Numbers,0.41240555457381367,1.16,2,20.93549001617916,Numbers_Review
Shapes,0.9141697296074118,1.94,7,56.35618909322247,Shapes_Review
MathBasics,0.39724076341269393,1.73,5,22.63992220078865,MathBasics_Review
Letters,0.5294866214589307,1.38,2,52.25604257480174,Letters_Review
MathBasics,0.9721947206369037,1.58,6,21.025213171782354,MathBasics_Review
Shapes,0.6549280423654233,1.5,6,23.16236732590056,Shapes_Review
Shapes,0.8389644729822114,1.28,3,28.826514389464915,Shapes
Numbers,0.6116600443195512,1.6,6,19.97526574648042,Numbers_Review
Shapes,0.9449820013883723,1.57,6,24.573045674689695,Shapes_Review
Shapes,0.8343525989184937,1.46,4,33.40345271171451,Shapes
Lines,0.7776920722801588,1.65,6,34.36326770500254,Lines_Review
Lines,0.7787766244985106,1.44,4,48.47244470410235,Lines
MathBasics,0.6234677162474519,1.17,2,11.523184315448006,MathBasics
Lines,0.6471949150725007,1.36,3,43.50162689037834,Lines
Numbers,0.640867438345496,1.6,6,41.31611758280975,Numbers_Review
Lines,0.5979614570088743,1.68,5,59.819914683952774,Lines_Review
Letters,0.6053463621924855,1.06,0,26.800352949505438,Letters
Words,0.37588323997092826,1.22,0,19.456955001149232,Words_Review
Numbers,0.5582310355851359,1.62,7,19.992063564096973,Numbers_Review
Letters,0.7430306646636469,1.14,0,21.846666245332433,Letters
Words,0.8678448429094134,1.62,7,29.366125898765702,Words_Review
Words,0.8096096840669498,1.37,2,36.23678188307161,MathBasics
Letters,0.5846359541614126,1.94,7,11.505193610565946,Letters_Review
Letters,0.7332243965606209,1.34,2,40.57318056128304,Letters
MathBasics,0.50104508829649,1.71,5,57.35807314501239,MathBasics_Review
Numbers,0.5382810100069342,1.24,0,24.080802105281585,Numbers_Review
Numbers,0.7611174050488618,1.12,0,45.31230812776311,Words
MathBasics,0.840246956140384,1.23,3,26.998593189662408,MathBasics
Letters,0.8776832665317729,1.29,1,27.169335108882212,Numbers
Numbers,0.4262984889635262,1.67,7,32.64068571054584,Numbers_Review
Letters,0.3628051591157374,1.7,7,45.50663202822687,Letters_Review
MathBasics,0.605169586716338,1.59,6,35.07589801750832,MathBasics_Review
MathBasics,0.3408655590571557,1.16,0,47.55885684770214,MathBasics_Review
Shapes,0.4204909006876099,1.86,7,50.87039236530547,Shapes_Review
Lines,0.3046770143093615,1.29,3,53.248130255760096,Lines_Review
Shapes,0.8821700993293455,1.32,1,54.77814240659194,Letters
Lines,0.5992394716263911,1.12,1,19.23162286736846,Lines
Lines,0.8869321656603024,1.46,3,15.994554673635605,Lines
Lines,0.37950800415726615,1.4,4,34.64097922664123,Lines_Review
Numbers,0.7990405289457281,1.0,0,18.22027645394394,Words
Words,0.5414895204725925,1.36,2,27.197884327884278,Words_Review
Numbers,0.6953636317957739,1.5,4,51.049050864957046,Numbers
Letters,0.5793828224515376,1.0,1,26.339735292888868,Letters
Letters,0.8446668762742882,1.33,4,14.936860344133294,Letters
Words,0.3807221849461958,1.38,4,39.25392211031016,Words_Review
Letters,0.7044962180612985,1.12,0,44.98526030497381,Letters
Letters,0.661958475646989,1.48,3,53.655442138211384,Letters
Words,0.467446029460008,1.29,3,59.17836032568315,Words_Review
Shapes,0.5932390314582593,1.54,6,17.215460036080152,Shapes_Review
Lines,0.7705676540437252,1.85,6,20.912993634686472,Lines_Review
Lines,0.4719435204100756,1.81,6,44.43812704056827,Lines_Review
Lines,0.3519791055068244,1.23,2,27.54095546675078,Lines_Review
Lines,0.5231620483023761,1.29,1,17.801790566998847,Lines_Review
MathBasics,0.9207668624208711,1.23,2,21.0619348223032,ReadSimple
Words,0.6920012575392727,1.46,4,29.23055379893841,Words
Words,0.43888779606027384,1.53,3,15.932188287079015,Words_Review
Lines,0.5861176172008296,1.17,1,11.632953039224795,Lines
Numbers,0.46984507046363344,1.44,2,42.82048017503285,Numbers_Review
Lines,0.9311092481466547,1.55,5,13.42252262830084,Lines_Review
Letters,0.8260290291768897,1.53,6,43.08888662358193,Letters_Review
Letters,0.45740646522083195,1.39,2,30.160387806662612,Letters_Review
Words,0.5979601673331216,1.54,6,22.766818688162207,Words_Review
Numbers,0.5809573117012492,1.1,1,36.88914673706883,Numbers
MathBasics,0.4236096297078061,1.42,2,11.45775930110445,MathBasics_Review
Numbers,0.5850443556134425,1.45,3,35.91380882238232,Numbers
Letters,0.45733883273625664,1.69,7,58.43373027871786,Letters_Review
Words,0.8688189736202627,1.82,6,56.71520570837451,Words_Review
Shapes,0.5152789967378828,1.86,7,30.16053165919114,Shapes_Review
Shapes,0.3292756338466546,1.56,4,31.42289519243977,Shapes_Review
Letters,0.9076443187860894,1.69,6,51.6464857787114,Letters_Review
Shapes,0.4612582368648436,1.52,3,28.952024269151753,Shapes_Review
Shapes,0.8740643811945772,1.7,7,37.37357449311593,Shapes_Review
Shapes,0.6896686964209306,1.8,7,54.21775752278768,Shapes_Review
Shapes,0.3043377495164816,1.01,0,44.83475557183743,Shapes_Review
Lines,0.7952921809509592,1.59,4,52.859582852979436,Lines
Letters,0.9437942463907236,1.42,3,29.112612598872918,Letters
Words,0.9734259665796807,1.17,2,59.881141112569274,MathBasics
MathBasics,0.7678709788104076,1.0,0,25.224626637447543,ReadSimple
Shapes,0.7234723142030919,1.67,6,30.99243488431588,Shapes_Review
MathBasics,0.8278775247108445,1.15,1,18.546820121042416,ReadSimple
Lines,0.8421035293535586,1.14,1,14.206383112969142,Shapes
Lines,0.33562608100450564,1.16,2,40.12247209832939,Lines_Review
Letters,0.4597961087235902,1.64,4,51.74736028472019,Letters_Review
Lines,0.4574031453604027,1.61,7,23.88595436754219,Lines_Review
Shapes,0.3344232811429704,1.1,2,31.00020370407025,Shapes_Review
Letters,0.31948365075280505,1.27,1,57.33780175868516,Letters_Review
Letters,0.5083743194382926,1.73,7,44.88581537766465,Letters_Review
Numbers,0.9621842810828616,1.19,1,13.094285084023763,Words
MathBasics,0.4322243982135482,1.49,3,31.30606189761154,MathBasics_Review
Lines,0.4508117451707766,1.19,0,21.303953550528135,Lines_Review
Words,0.36114304650459755,1.32,3,32.50293197131126,Words_Review
Numbers,0.4953821672260533,1.76,6,20.55629712790187,Numbers_Review
Words,0.8920310394087736,1.42,4,32.105351733986,Words
Numbers,0.77178777873784,1.4,3,18.068367919419156,Numbers
Words,0.816909432257308,1.46,3,37.37074201898629,Words
Numbers,0.5772467240523531,1.62,7,43.98486084166726,Numbers_Review
Numbers,0.6976902695484397,1.17,2,44.85818460689902,Numbers
MathBasics,0.9637022350481386,1.51,3,54.30430544067582,MathBasics
Numbers,0.3830358308285158,1.18,2,30.565198603311565,Numbers_Review
Lines,0.39595316393451874,1.74,7,51.21752236246748,Lines_Review
Numbers,0.7463423843816417,1.33,2,28.023725257077693,Numbers
Words,0.9730343611183474,1.35,4,59.62908977438817,Words
Numbers,0.9645503541451841,1.67,5,27.590250320517626,Numbers_Review
Words,0.8889490508569275,1.37,2,59.25872775453374,MathBasics
Letters,0.579609523591254,1.23,1,40.93860385205025,Letters
MathBasics,0.31600209620158715,1.79,6,44.45438268741148,MathBasics_Review
Words,0.8300713569683631,1.09,1,36.180027357630586,MathBasics
Lines,0.9051410959267465,1.43,3,19.75044902193079,Lines
Words,0.8204470874234677,1.18,1,40.123491535172754,MathBasics
Letters,0.3856495335379636,1.94,7,14.663572338908494,Letters_Review
Letters,0.5205439765990322,1.33,1,54.47883091652461,Letters_Review
Lines,0.7641220724856506,1.33,3,10.067313547828185,Lines
Numbers,0.8226353050209774,1.63,4,33.20333447022523,Numbers_Review
Lines,0.7252245155690287,1.0,0,42.611767656622035,Lines
MathBasics,0.3890621452360383,1.65,5,16.100370678844452,MathBasics_Review
Letters,0.7992228561483194,1.21,1,19.172620057511466,Numbers
Numbers,0.5257406232203748,1.42,3,11.39219537887067,Numbers_Review
Lines,0.4758422819716531,1.47,3,34.13567365384672,Lines_Review
Letters,0.6727387378550549,1.82,7,34.629950261090706,Letters_Review
Lines,0.9564058520686718,1.51,4,50.298945043379184,Lines
Numbers,0.683465305393824,1.79,7,28.137680019957603,Numbers_Review
Words,0.7086201638481785,1.7,5,50.010317384178954,Words_Review
MathBasics,0.3974313919177959,1.45,3,59.5726783921396,MathBasics_Review
Words,0.9121795956174077,1.19,0,25.39431910081247,MathBasics
Numbers,0.9432287579418188,1.36,2,22.681777775701914,Words
Letters,0.9285152081403696,1.51,4,41.68557998827645,Letters
MathBasics,0.7955690770264403,1.89,7,55.13527552226781,MathBasics_Review
Words,0.5330570292909769,1.92,7,50.671724116213205,Words_Review
MathBasics,0.9245103286154595,1.31,1,25.913102069286296,ReadSimple
Letters,0.5031723523168911,1.35,2,10.00153594226912,Letters_Review
Lines,0.6769625432271309,1.59,5,10.644873489476272,Lines_Review
Words,0.9511895194653597,1.29,2,54.939394486867386,MathBasics
Lines,0.5611489941059482,1.14,1,40.356764044178846,Lines
Lines,0.5651318274779348,1.0,0,25.745922229444787,Lines
Letters,0.8642115490987046,1.59,5,32.20517784533093,Letters_Review
Shapes,0.344751997269592,1.48,3,39.135722467234075,Shapes_Review
Shapes,0.6239936644427917,1.14,0,30.13518604972801,Shapes
MathBasics,0.702764932322225,1.82,7,16.660496206831432,MathBasics_Review
Letters,0.7532996177179732,1.45,3,44.67110640281545,Letters
Lines,0.8467850553508431,1.36,2,34.99794959823942,Shapes
Words,0.8306365466633077,1.4,4,11.284482243470409,Words
Numbers,0.6345970527800324,1.37,4,52.497966525160265,Numbers
Numbers,0.6747146482405539,1.17,1,15.402227968820355,Numbers
Letters,0.4889347109804645,1.0,0,14.30160785164716,Letters_Review
Letters,0.6981996250333764,1.52,6,13.334694070272443,Letters_Review
Shapes,0.8576459013978415,1.5,5,36.16065274854374,Shapes_Review
MathBasics,0.4715721104073872,1.45,5,42.64748290689211,MathBasics_Review
Letters,0.8507486058059714,1.41,2,16.784415889613964,Letters
Letters,0.9172600945607086,1.45,3,19.496806822878046,Letters
MathBasics,0.5293659287978907,1.11,2,55.566959503931535,MathBasics_Review
Lines,0.9631223836633456,1.42,4,45.10537270568963,Lines
MathBasics,0.7271212812456287,1.76,7,47.812689571121716,MathBasics_Review
Letters,0.5516166764171149,1.0,0,22.543954994535014,Letters
Numbers,0.6942171929712506,1.0,0,28.891960686359333,Numbers
Letters,0.35217152225996196,1.63,5,18.096150331610687,Letters_Review
Lines,0.37230936219679445,1.54,5,27.736427836510632,Lines_Review
MathBasics,0.9006260489698321,1.31,2,10.009326408533155,ReadSimple
Words,0.600582726233164,1.36,3,29.84739864671464,Words
Lines,0.9395426879579938,1.47,5,16.767771748664202,Lines_Review
Shapes,0.6246430088466405,1.54,6,36.262920939079166,Shapes_Review
Letters,0.5298973983690577,1.14,0,18.126899373435393,Letters_Review
Numbers,0.7993686600147085,1.18,2,44.90992153382499,Words
MathBasics,0.5472788440652256,1.42,4,38.849080620884095,MathBasics_Review
Letters,0.5009181887461963,1.4,3,13.964014231559588,Letters_Review
MathBasics,0.4008850293568714,1.25,3,24.816290094990002,MathBasics_Review
Letters,0.5942846093524368,1.38,3,40.720000371566194,Letters
MathBasics,0.8134908598627331,1.57,6,35.12454384134661,MathBasics_Review
MathBasics,0.6242504368585245,1.33,3,55.789411972706354,MathBasics
Shapes,0.4884070898051117,1.61,6,43.92455843252906,Shapes_Review
Shapes,0.9602393697311404,1.51,4,29.706802339131407,Shapes
MathBasics,0.6192726924350309,1.33,1,39.0322612954817,MathBasics
Lines,0.9086443964188471,1.33,1,50.48375181329447,Shapes
Letters,0.5324561541387025,1.69,5,14.306606953184016,Letters_Review
Lines,0.6854871014496844,1.53,4,31.992781985691746,Lines
Words,0.3791920727275645,1.32,1,39.97305698293583,Words_Review
Numbers,0.8114475156896284,1.02,1,32.12886729664077,Words
Shapes,0.59998237551683,1.22,2,39.40002317148142,Shapes
Words,0.3463141368119953,1.22,1,51.29661542750081,Words_Review
Lines,0.6028628376649531,1.64,4,30.70705341078331,Lines_Review
MathBasics,0.4119473312158947,1.82,7,21.024381970737462,MathBasics_Review
Lines,0.31429435257382765,1.61,5,12.979354867657186,Lines_Review
Shapes,0.4926875668459604,1.33,2,21.338631265982286,Shapes_Review
Words,0.3083919113210543,1.17,2,19.22295255299417,Words_Review
Letters,0.3347821398218704,1.83,6,52.74028893996307,Letters_Review
Letters,0.5602931882740676,1.67,6,19.708143452304114,Letters_Review
Letters,0.3421881635304569,1.48,4,37.664531981150006,Letters_Review
Letters,0.8970627887342306,1.24,3,22.905196458023422,Letters
MathBasics,0.8591905957906563,1.63,5,37.063505547083906,MathBasics_Review
Lines,0.5246662020926192,1.7,7,52.10826883251905,Lines_Review
Lines,0.9371109473371744,1.0,0,16.34722068774863,Shapes
MathBasics,0.4671762608955122,1.14,0,12.955291043782726,MathBasics_Review
Words,0.9453068535919609,1.03,1,56.402587511442405,MathBasics
Numbers,0.3521954820843418,1.22,3,18.493629720223815,Numbers_Review
Letters,0.8208606709015218,1.0,0,30.77215002960448,Numbers
Lines,0.31510856777739465,1.23,0,14.921209455068437,Lines_Review
MathBasics,0.7954862732808898,1.77,7,15.737679970691772,MathBasics_Review
Words,0.3659366562564888,1.47,5,40.87645575311558,Words_Review
Shapes,0.6719116356701242,1.27,1,26.59932357163514,Shapes
Words,0.49080855300178283,1.2,0,42.3728970372773,Words_Review
Words,0.7673609825561118,1.48,5,51.53113802158956,Words_Review
Lines,0.7288878622545119,1.16,2,58.91103342632792,Lines
MathBasics,0.4324459784273136,1.35,3,46.54351728880802,MathBasics_Review
Letters,0.5530417463643551,1.5,3,50.20827824919421,Letters
Lines,0.9508939351930794,1.25,2,16.999368836088145,Shapes
MathBasics,0.5738628496278448,1.52,6,38.427612780230604,MathBasics_Review
Numbers,0.7593101108287693,1.2,3,59.70408273227878,Numbers
MathBasics,0.898129017763998,1.74,7,16.378508728568544,MathBasics_Review
MathBasics,0.541698749407562,1.85,7,46.543981166110385,MathBasics_Review
MathBasics,0.938292073039493,1.06,1,38.7796714320041,ReadSimple
Lines,0.435193561437434,1.17,2,38.514346936569524,Lines_Review
Letters,0.8626991443122578,1.37,2,27.741592777158132,Numbers
Numbers,0.7755508370517972,1.3,2,44.74765596715238,Words
Words,0.7998171266090799,1.75,7,16.52522798187199,Words_Review
Numbers,0.4777064521620609,1.54,4,13.046436086035998,Numbers_Review
Shapes,0.49596547765248,1.32,1,30.775703153103297,Shapes_Review
Words,0.7995336444831638,1.34,4,25.934480199526178,Words
Letters,0.4185983016358196,1.11,2,13.045096654974666,Letters_Review
Lines,0.5459200244919102,1.91,7,36.06885107368706,Lines_Review
Numbers,0.48736486565577875,1.1,0,53.083244234955046,Numbers_Review
Lines,0.5149328250134195,1.45,4,50.50805449798512,Lines_Review
MathBasics,0.9208681974851021,1.0,0,26.3710479366724,ReadSimple
Numbers,0.837669949292114,1.19,1,25.32077246755182,Words
MathBasics,0.7009643767030523,1.43,5,40.77103899104177,MathBasics_Review
Shapes,0.8254162719271532,1.0,0,20.699733934915677,Letters
Numbers,0.545055334806956,1.73,6,10.693106795643006,Numbers_Review
Lines,0.5099855472377384,1.01,1,56.63764695301566,Lines_Review
Letters,0.6790353757336473,1.5,4,32.925928109350764,Letters
Shapes,0.9024215169382488,1.65,4,56.58702016582541,Shapes_Review
Shapes,0.4417117100604655,1.0,0,53.98762011471718,Shapes_Review
MathBasics,0.3388396710919014,1.48,5,22.809575721967747,MathBasics_Review
Words,0.31674022901204224,1.44,3,35.00291295955434,Words_Review
Shapes,0.9199735963006874,1.01,0,48.00027724810492,Letters
Numbers,0.44258938865253655,1.63,7,50.187761800588135,Numbers_Review
Words,0.5063021696678105,1.15,2,54.31441082278588,Words_Review
Shapes,0.5234195419223429,1.74,6,16.535866179487865,Shapes_Review
Words,0.5911650791096774,1.38,3,20.340894656669814,Words
Shapes,0.40011441059915154,1.36,2,42.260928792233194,Shapes_Review
Letters,0.570830773380557,1.27,3,23.458078549581458,Letters
Lines,0.5517578862655121,1.17,0,26.186541280521183,Lines
MathBasics,0.42431310420667356,1.41,5,42.07842833424972,MathBasics_Review
Lines,0.3424533025488906,1.78,6,23.37076392360538,Lines_Review
Shapes,0.5155209828017513,1.39,3,34.28234326671386,Shapes_Review
Words,0.8839147224463102,1.2,2,49.25418286198785,MathBasics
MathBasics,0.7694195358924957,1.61,6,52.66646082793939,MathBasics_Review
Lines,0.7551627492837087,1.14,2,35.52852043642518,Shapes
Shapes,0.34330564190171137,1.15,2,53.07090230477587,Shapes_Review
Shapes,0.35729365664422047,1.66,5,43.115686936536,Shapes_Review
Letters,0.9431097975136324,1.88,7,49.160772732833934,Letters_Review
Words,0.779427816320443,1.73,6,14.098286732183109,Words_Review
Letters,0.8936693399703382,1.7,5,25.357282405210576,Letters_Review
Lines,0.6233234863582588,1.47,5,14.407607906832222,Lines_Review
Letters,0.8687806908795113,1.44,4,41.80236711695633,Letters
Words,0.6475572741728604,1.78,6,33.86000397089806,Words_Review
Letters,0.7823843988405825,1.56,5,30.11118674235562,Letters_Review
Words,0.9270905110748733,1.75,6,53.963977807850334,Words_Review
Shapes,0.5772890633961906,1.42,5,26.305392625628674,Shapes_Review
Letters,0.7618305464573026,1.44,3,21.65364059454175,Letters
MathBasics,0.940599589252245,1.24,0,16.614397382551914,ReadSimple
Words,0.39469276813359866,1.48,5,55.57573629329254,Words_Review
Shapes,0.551012611790259,1.26,3,36.37818244997099,Shapes
Shapes,0.5996521207285196,1.34,4,11.663398558467922,Shapes
Lines,0.39409268440997847,1.77,7,29.837752822776466,Lines_Review
Words,0.7509394493031419,1.76,7,36.50312275258662,Words_Review
Words,0.8338434663115732,1.4,2,54.75283019999166,Words
Lines,0.39340598725869846,1.86,7,22.83236035930479,Lines_Review
Words,0.7493430001898189,1.75,5,39.80250578804751,Words_Review
Words,0.47653023292176533,1.62,7,27.250841996228306,Words_Review
Lines,0.5847126974628252,1.09,0,15.270264297808346,Lines
MathBasics,0.8738379996370316,1.66,5,51.11140562885053,MathBasics_Review
Letters,0.3459712296412205,1.08,1,46.13923003107606,Letters_Review
Lines,0.38101565695731276,1.23,3,22.108732517373525,Lines_Review
Letters,0.7225048244258809,1.46,3,21.724973883704685,Letters
Numbers,0.9761446058262861,1.86,7,21.631831919338747,Numbers_Review
Lines,0.5664314083396766,1.26,1,32.61012395517693,Lines
Letters,0.7593990060258583,1.27,1,53.87260633015844,Numbers
MathBasics,0.30673927293398445,1.01,1,36.748333670472206,MathBasics_Review
Shapes,0.9710892428640423,1.87,7,23.97226536594513,Shapes_Review
Numbers,0.9746522348454363,1.29,3,53.14611967554945,Numbers
Shapes,0.5349941183921528,1.43,2,26.294067130789518,Shapes_Review
Letters,0.31242704741198424,1.2,3,51.37618469769085,Letters_Review
Lines,0.946949866145792,1.0,0,21.67836805343055,Shapes
Letters,0.5911455176604814,1.05,0,24.568053641887225,Letters
MathBasics,0.5982803001673173,1.27,2,55.264949950525775,MathBasics
Lines,0.6651880940245425,1.0,0,57.67014396910475,Lines
Shapes,0.5026850167956027,1.7,5,43.70087674419837,Shapes_Review
MathBasics,0.7881942298392692,1.52,6,16.19230133529087,MathBasics_Review
Letters,0.8174024648166265,1.09,0,51.06250772798521,Numbers
Words,0.4168760282524285,1.2,0,22.348058349594627,Words_Review
Numbers,0.5992483310452189,1.58,5,10.6614406452647,Numbers_Review
Lines,0.8687662276302348,1.89,7,55.460106810324355,Lines_Review
Numbers,0.7120298128816881,1.33,3,24.448426246052925,Numbers
Numbers,0.8130851028136732,1.84,7,17.99398816832207,Numbers_Review
Shapes,0.4321060282812249,1.18,0,35.167256530307704,Shapes_Review
Lines,0.7389633623591552,1.54,5,15.911120603622994,Lines_Review
Letters,0.5566069602217225,1.63,4,19.298075377870884,Letters_Review
Words,0.9498416377412127,1.46,3,58.480796945216895,Words
Numbers,0.42178455874316345,1.85,7,15.791154111839713,Numbers_Review
Shapes,0.8191907736943842,1.12,0,35.407085933259715,Letters
MathBasics,0.625148068017974,1.17,2,41.383443857940435,MathBasics
Shapes,0.6061920890054375,1.21,0,55.88236389522167,Shapes
Shapes,0.9283696324150645,1.01,0,26.73945209453396,Letters
MathBasics,0.5420512859600355,1.74,6,51.24034739899153,MathBasics_Review
Words,0.5598439762327817,1.24,0,31.299875973421408,Words
Shapes,0.683788858630513,1.44,3,40.047274226885946,Shapes
MathBasics,0.8603184032783853,1.06,0,19.658000420421637,ReadSimple
Shapes,0.42250788045818105,1.34,3,35.86467410761266,Shapes_Review
Lines,0.7650316849381418,1.6,5,13.61384737865883,Lines_Review
Letters,0.33790378043946034,1.33,4,28.01970200270556,Letters_Review
Lines,0.3547949523548292,1.79,7,20.35285416915164,Lines_Review
Words,0.8772682312437294,1.64,7,34.19301094321557,Words_Review
Lines,0.5331304960677065,1.24,0,18.084727663699343,Lines_Review
Shapes,0.804264953757444,1.4,4,32.188566954612256,Shapes
Shapes,0.6635002690262899,1.11,1,46.443490224417054,Shapes
Words,0.5229299752180232,1.0,0,54.511831089788544,Words_Review
Numbers,0.9474024637145217,1.4,3,39.15639117264347,Numbers
Numbers,0.33373201767764826,1.58,6,34.95994734206659,Numbers_Review
Letters,0.35923431683377516,1.12,1,31.18850599654617,Letters_Review
Numbers,0.7244837011583123,1.72,7,34.45242002246416,Numbers_Review
Shapes,0.6764198022104033,1.48,3,48.10872935908223,Shapes
Letters,0.5949121452978584,1.85,6,51.64686961593305,Letters_Review
Numbers,0.9398747793506173,1.69,6,26.96101491958919,Numbers_Review
Words,0.8064810513603409,1.04,0,12.563172958799909,MathBasics
Shapes,0.6967266329325359,1.72,6,27.849121473433193,Shapes_Review
Lines,0.4490057239761446,1.1,1,20.20321942733003,Lines_Review
Shapes,0.318270004750556,1.54,3,20.801572019653612,Shapes_Review
Words,0.5691288221690929,1.17,1,31.35525226801716,Words
Numbers,0.9542294308322186,1.0,0,45.36394559528336,Words
Shapes,0.753377440303161,1.3,4,20.299001793848085,Shapes
Shapes,0.3150183748048022,1.73,6,22.117684756838116,Shapes_Review
MathBasics,0.3940903766039692,1.25,1,17.65722500419781,MathBasics_Review
Letters,0.6348063663933455,1.94,7,48.48733114285436,Letters_Review
Letters,0.5323159566296092,1.47,4,35.783827553853655,Letters_Review
Numbers,0.3811790877099738,1.41,3,52.10534312417558,Numbers_Review
Words,0.5676721537886606,1.7,6,37.77486400848157,Words_Review
Numbers,0.8913617856722764,1.22,2,14.213218307792555,Words
Words,0.4236360039293903,1.86,7,51.38375973906359,Words_Review
Words,0.6640364822819265,1.6,6,17.027356399777148,Words_Review
Shapes,0.3282181813467363,1.55,4,51.82654453804518,Shapes_Review
Shapes,0.7535106642719028,1.19,2,25.313394350230737,Letters
Shapes,0.9325123379465339,1.39,3,14.635740540513495,Shapes
Shapes,0.7937376990090184,1.18,0,49.59456618978646,Letters
Lines,0.6838032796902284,1.45,3,18.72949256235932,Lines
Words,0.7196920744395373,1.24,3,39.13430732772915,Words
Numbers,0.8183041996536404,1.11,1,19.18923325539506,Words
Letters,0.7238981048527368,1.64,6,22.440951350996592,Letters_Review
Shapes,0.5274209184403107,1.58,4,46.40061288980987,Shapes_Review
Numbers,0.35777707712483714,1.5,3,35.33428954270014,Numbers_Review
Shapes,0.48819280972688983,1.32,4,16.84225832931784,Shapes_Review
Numbers,0.9273986949304289,1.75,6,24.39398390348404,Numbers_Review
MathBasics,0.3249648015684853,1.5,3,25.799857056261366,MathBasics_Review
MathBasics,0.3081620585454241,1.0,0,41.17595975870772,MathBasics_Review
Letters,0.3580740605106507,1.66,7,26.863344802711318,Letters_Review
Lines,0.46089465224110493,1.87,7,33.76929276777412,Lines_Review
Numbers,0.3721890404122777,1.64,7,52.28336745493857,Numbers_Review
Shapes,0.6433397868500946,1.54,3,28.899701931307654,Shapes
Lines,0.38106310113158987,1.15,1,30.115352069118597,Lines_Review
Words,0.7889714219473519,1.8,6,31.894994357145613,Words_Review
Shapes,0.3683826578167421,1.46,4,11.996126628187561,Shapes_Review
Shapes,0.5354138829426228,1.11,1,26.621334608718257,Shapes_Review
Words,0.9016694039808426,1.57,4,14.974733443648233,Words
Letters,0.8906187792096332,1.21,1,53.25355496876969,Numbers
Lines,0.4939399458226815,1.2,2,44.25872566388903,Lines_Review
Shapes,0.8152880610551074,1.43,5,18.487960069641325,Shapes_Review
Shapes,0.3382325204986611,1.79,7,18.595627886355217,Shapes_Review
Shapes,0.6715568104642498,1.38,4,25.86944250139426,Shapes
Letters,0.36960961751658233,1.51,6,14.978985677001447,Letters_Review
Numbers,0.6623223854329481,1.33,4,40.16065310497521,Numbers
Words,0.5679813038866621,1.04,1,38.783262649870984,Words
MathBasics,0.8211161049111635,1.79,7,18.02968475216543,MathBasics_Review
Letters,0.9114892644366577,1.41,4,23.57752275887428,Letters
Shapes,0.6238991995006948,1.74,6,48.02000336437413,Shapes_Review
Numbers,0.81438673983246,1.14,0,20.451851869296114,Words
Words,0.3274270194541473,1.39,4,32.51384052207953,Words_Review
Lines,0.9695650447617707,1.93,7,20.300283927601996,Lines_Review
MathBasics,0.8229615705486124,1.48,3,51.93044437669811,MathBasics
Shapes,0.3234132898298539,1.31,3,29.106645441299392,Shapes_Review
Lines,0.35896046596503534,1.42,3,30.15156556413683,Lines_Review
Numbers,0.8641047653712906,1.37,4,58.84827730633113,Numbers
